s,X,Y,phi,U,V
4.990000,-0.976562,0.046875,0.000126,0.000000,0.000000
4.990000,-0.976562,0.078125,0.000321,0.000000,0.000000
4.990000,-0.976562,0.109375,0.000589,0.000000,0.000000
4.990000,-0.976562,0.140625,0.000928,0.000000,0.000000
4.990000,-0.976562,0.171875,0.001328,0.000000,0.000000
4.990000,-0.976562,0.203125,0.001778,0.000000,0.000000
4.990000,-0.976562,0.234375,0.002259,0.000000,0.000000
4.990000,-0.976562,0.265625,0.002752,0.000000,0.000000
4.990000,-0.976562,0.296875,0.003237,0.000000,0.000000
4.990000,-0.976562,0.328125,0.003697,0.000000,0.000000
4.990000,-0.976562,0.359375,0.004115,0.000000,0.000000
4.990000,-0.976562,0.390625,0.004478,0.000000,0.000000
4.990000,-0.976562,0.421875,0.004777,0.000000,0.000000
4.990000,-0.976562,0.453125,0.005004,0.000000,0.000000
4.990000,-0.976562,0.484375,0.005155,0.000000,0.000000
4.990000,-0.976562,0.515625,0.005229,0.000000,0.000000
4.990000,-0.976562,0.546875,0.005228,0.000000,0.000000
4.990000,-0.976562,0.578125,0.005156,0.000000,0.000000
4.990000,-0.976562,0.609375,0.005016,0.000000,0.000000
4.990000,-0.976562,0.640625,0.004816,0.000000,0.000000
4.990000,-0.976562,0.671875,0.004563,0.000000,0.000000
4.990000,-0.976562,0.703125,0.004267,0.000000,0.000000
4.990000,-0.976562,0.734375,0.003936,0.000000,0.000000
4.990000,-0.976562,0.765625,0.003580,0.000000,0.000000
4.990000,-0.976562,0.796875,0.003209,0.000000,0.000000
4.990000,-0.976562,0.828125,0.002833,0.000000,0.000000
4.990000,-0.976562,0.859375,0.002461,0.000000,0.000000
4.990000,-0.976562,0.890625,0.002101,0.000000,0.000000
4.990000,-0.976562,0.921875,0.001762,0.000000,0.000000
4.990000,-0.976562,0.953125,0.001449,0.000000,0.000000
4.990000,-0.976562,0.984375,0.001168,0.000000,0.000000
4.990000,-0.976562,1.015625,0.000920,0.000000,0.000000
4.990000,-0.976562,1.046875,0.000709,0.000000,0.000000
4.990000,-0.976562,1.078125,0.000533,0.000000,0.000000
4.990000,-0.976562,1.109375,0.000390,0.000000,0.000000
4.990000,-0.976562,1.140625,0.000278,0.000000,0.000000
4.990000,-0.976562,1.171875,0.000192,0.000000,0.000000
4.990000,-0.976562,1.203125,0.000129,0.000000,0.000000
4.990000,-0.976562,1.234375,0.000084,0.000000,0.000000
4.990000,-0.976562,1.265625,0.000052,0.000000,0.000000
4.990000,-0.976562,1.296875,0.000032,0.000000,0.000000
4.990000,-0.976562,1.328125,0.000018,0.000000,0.000000
4.990000,-0.976562,1.359375,0.000010,0.000000,0.000000
4.990000,-0.976562,1.390625,0.000006,0.000000,0.000000
4.990000,-0.976562,1.421875,0.000003,0.000000,0.000000
4.990000,-0.976562,1.453125,0.000001,0.000000,0.000000
4.990000,-0.976562,1.484375,0.000001,0.000000,0.000000
4.990000,-0.976562,1.515625,0.000000,0.000000,0.000000
4.990000,-0.976562,1.546875,0.000000,0.000000,0.000000
4.990000,-0.976562,1.578125,0.000000,0.000000,0.000000
4.990000,-0.976562,1.609375,0.000000,0.000000,0.000000
4.990000,-0.976562,1.640625,0.000000,0.000000,0.000000
4.990000,-0.976562,1.671875,0.000000,0.000000,0.000000
4.990000,-0.976562,1.703125,0.000000,0.000000,0.000000
4.990000,-0.976562,1.734375,0.000000,0.000000,0.000000
4.990000,-0.976562,1.765625,0.000000,0.000000,0.000000
4.990000,-0.976562,1.796875,0.000000,0.000000,0.000000
4.990000,-0.976562,1.828125,0.000000,0.000000,0.000000
4.990000,-0.976562,1.859375,0.000000,0.000000,0.000000
4.990000,-0.976562,1.890625,0.000000,0.000000,0.000000
4.990000,-0.976562,1.921875,0.000000,0.000000,0.000000
4.990000,-0.976562,1.953125,0.000000,0.000000,0.000000
4.990000,-0.960938,0.046875,0.000260,0.000000,0.000000
4.990000,-0.960938,0.078125,0.000660,0.000000,0.000000
4.990000,-0.960938,0.109375,0.001207,0.000000,0.000000
4.990000,-0.960938,0.140625,0.001897,0.000000,0.000000
4.990000,-0.960938,0.171875,0.002711,0.000000,0.000000
4.990000,-0.960938,0.203125,0.003622,0.000000,0.000000
4.990000,-0.960938,0.234375,0.004593,0.000000,0.000000
4.990000,-0.960938,0.265625,0.005585,0.000000,0.000000
4.990000,-0.960938,0.296875,0.006561,0.000000,0.000000
4.990000,-0.960938,0.328125,0.007482,0.000000,0.000000
4.990000,-0.960938,0.359375,0.008318,0.000000,0.000000
4.990000,-0.960938,0.390625,0.009042,0.000000,0.000000
4.990000,-0.960938,0.421875,0.009634,0.000000,0.000000
4.990000,-0.960938,0.453125,0.010082,0.000000,0.000000
4.990000,-0.960938,0.484375,0.010378,0.000000,0.000000
4.990000,-0.960938,0.515625,0.010521,0.000000,0.000000
4.990000,-0.960938,0.546875,0.010513,0.000000,0.000000
4.990000,-0.960938,0.578125,0.010360,0.000000,0.000000
4.990000,-0.960938,0.609375,0.010075,0.000000,0.000000
4.990000,-0.960938,0.640625,0.009670,0.000000,0.000000
4.990000,-0.960938,0.671875,0.009160,0.000000,0.000000
4.990000,-0.960938,0.703125,0.008562,0.000000,0.000000
4.990000,-0.960938,0.734375,0.007896,0.000000,0.000000
4.990000,-0.960938,0.765625,0.007181,0.000000,0.000000
4.990000,-0.960938,0.796875,0.006436,0.000000,0.000000
4.990000,-0.960938,0.828125,0.005681,0.000000,0.000000
4.990000,-0.960938,0.859375,0.004935,0.000000,0.000000
4.990000,-0.960938,0.890625,0.004213,0.000000,0.000000
4.990000,-0.960938,0.921875,0.003533,0.000000,0.000000
4.990000,-0.960938,0.953125,0.002906,0.000000,0.000000
4.990000,-0.960938,0.984375,0.002342,0.000000,0.000000
4.990000,-0.960938,1.015625,0.001846,0.000000,0.000000
4.990000,-0.960938,1.046875,0.001422,0.000000,0.000000
4.990000,-0.960938,1.078125,0.001069,0.000000,0.000000
4.990000,-0.960938,1.109375,0.000783,0.000000,0.000000
4.990000,-0.960938,1.140625,0.000558,0.000000,0.000000
4.990000,-0.960938,1.171875,0.000386,0.000000,0.000000
4.990000,-0.960938,1.203125,0.000259,0.000000,0.000000
4.990000,-0.960938,1.234375,0.000168,0.000000,0.000000
4.990000,-0.960938,1.265625,0.000105,0.000000,0.000000
4.990000,-0.960938,1.296875,0.000064,0.000000,0.000000
4.990000,-0.960938,1.328125,0.000037,0.000000,0.000000
4.990000,-0.960938,1.359375,0.000021,0.000000,0.000000
4.990000,-0.960938,1.390625,0.000011,0.000000,0.000000
4.990000,-0.960938,1.421875,0.000006,0.000000,0.000000
4.990000,-0.960938,1.453125,0.000003,0.000000,0.000000
4.990000,-0.960938,1.484375,0.000001,0.000000,0.000000
4.990000,-0.960938,1.515625,0.000001,0.000000,0.000000
4.990000,-0.960938,1.546875,0.000000,0.000000,0.000000
4.990000,-0.960938,1.578125,0.000000,0.000000,0.000000
4.990000,-0.960938,1.609375,0.000000,0.000000,0.000000
4.990000,-0.960938,1.640625,0.000000,0.000000,0.000000
4.990000,-0.960938,1.671875,0.000000,0.000000,0.000000
4.990000,-0.960938,1.703125,0.000000,0.000000,0.000000
4.990000,-0.960938,1.734375,0.000000,0.000000,0.000000
4.990000,-0.960938,1.765625,0.000000,0.000000,0.000000
4.990000,-0.960938,1.796875,0.000000,0.000000,0.000000
4.990000,-0.960938,1.828125,0.000000,0.000000,0.000000
4.990000,-0.960938,1.859375,0.000000,0.000000,0.000000
4.990000,-0.960938,1.890625,0.000000,0.000000,0.000000
4.990000,-0.960938,1.921875,0.000000,0.000000,0.000000
4.990000,-0.960938,1.953125,0.000000,0.000000,0.000000
4.990000,-0.945312,0.046875,0.000409,0.000000,0.000000
4.990000,-0.945312,0.078125,0.001033,0.000000,0.000000
4.990000,-0.945312,0.109375,0.001883,0.000000,0.000000
4.990000,-0.945312,0.140625,0.002949,0.000000,0.000000
4.990000,-0.945312,0.171875,0.004201,0.000000,0.000000
4.990000,-0.945312,0.203125,0.005595,0.000000,0.000000
4.990000,-0.945312,0.234375,0.007074,0.000000,0.000000
4.990000,-0.945312,0.265625,0.008580,0.000000,0.000000
4.990000,-0.945312,0.296875,0.010052,0.000000,0.000000
4.990000,-0.945312,0.328125,0.011437,0.000000,0.000000
4.990000,-0.945312,0.359375,0.012687,0.000000,0.000000
4.990000,-0.945312,0.390625,0.013765,0.000000,0.000000
4.990000,-0.945312,0.421875,0.014642,0.000000,0.000000
4.990000,-0.945312,0.453125,0.015299,0.000000,0.000000
4.990000,-0.945312,0.484375,0.015727,0.000000,0.000000
4.990000,-0.945312,0.515625,0.015924,0.000000,0.000000
4.990000,-0.945312,0.546875,0.015894,0.000000,0.000000
4.990000,-0.945312,0.578125,0.015650,0.000000,0.000000
4.990000,-0.945312,0.609375,0.015206,0.000000,0.000000
4.990000,-0.945312,0.640625,0.014584,0.000000,0.000000
4.990000,-0.945312,0.671875,0.013806,0.000000,0.000000
4.990000,-0.945312,0.703125,0.012900,0.000000,0.000000
4.990000,-0.945312,0.734375,0.011891,0.000000,0.000000
4.990000,-0.945312,0.765625,0.010810,0.000000,0.000000
4.990000,-0.945312,0.796875,0.009687,0.000000,0.000000
4.990000,-0.945312,0.828125,0.008548,0.000000,0.000000
4.990000,-0.945312,0.859375,0.007424,0.000000,0.000000
4.990000,-0.945312,0.890625,0.006339,0.000000,0.000000
4.990000,-0.945312,0.921875,0.005315,0.000000,0.000000
4.990000,-0.945312,0.953125,0.004372,0.000000,0.000000
4.990000,-0.945312,0.984375,0.003524,0.000000,0.000000
4.990000,-0.945312,1.015625,0.002779,0.000000,0.000000
4.990000,-0.945312,1.046875,0.002142,0.000000,0.000000
4.990000,-0.945312,1.078125,0.001610,0.000000,0.000000
4.990000,-0.945312,1.109375,0.001180,0.000000,0.000000
4.990000,-0.945312,1.140625,0.000841,0.000000,0.000000
4.990000,-0.945312,1.171875,0.000582,0.000000,0.000000
4.990000,-0.945312,1.203125,0.000391,0.000000,0.000000
4.990000,-0.945312,1.234375,0.000254,0.000000,0.000000
4.990000,-0.945312,1.265625,0.000160,0.000000,0.000000
4.990000,-0.945312,1.296875,0.000097,0.000000,0.000000
4.990000,-0.945312,1.328125,0.000056,0.000000,0.000000
4.990000,-0.945312,1.359375,0.000032,0.000000,0.000000
4.990000,-0.945312,1.390625,0.000017,0.000000,0.000000
4.990000,-0.945312,1.421875,0.000009,0.000000,0.000000
4.990000,-0.945312,1.453125,0.000004,0.000000,0.000000
4.990000,-0.945312,1.484375,0.000002,0.000000,0.000000
4.990000,-0.945312,1.515625,0.000001,0.000000,0.000000
4.990000,-0.945312,1.546875,0.000000,0.000000,0.000000
4.990000,-0.945312,1.578125,0.000000,0.000000,0.000000
4.990000,-0.945312,1.609375,0.000000,0.000000,0.000000
4.990000,-0.945312,1.640625,0.000000,0.000000,0.000000
4.990000,-0.945312,1.671875,0.000000,0.000000,0.000000
4.990000,-0.945312,1.703125,0.000000,0.000000,0.000000
4.990000,-0.945312,1.734375,0.000000,0.000000,0.000000
4.990000,-0.945312,1.765625,0.000000,0.000000,0.000000
4.990000,-0.945312,1.796875,0.000000,0.000000,0.000000
4.990000,-0.945312,1.828125,0.000000,0.000000,0.000000
4.990000,-0.945312,1.859375,0.000000,0.000000,0.000000
4.990000,-0.945312,1.890625,0.000000,0.000000,0.000000
4.990000,-0.945312,1.921875,0.000000,0.000000,0.000000
4.990000,-0.945312,1.953125,0.000000,0.000000,0.000000
4.990000,-0.929688,0.046875,0.000580,0.000000,0.000000
4.990000,-0.929688,0.078125,0.001459,0.000000,0.000000
4.990000,-0.929688,0.109375,0.002647,0.000000,0.000000
4.990000,-0.929688,0.140625,0.004127,0.000000,0.000000
4.990000,-0.929688,0.171875,0.005854,0.000000,0.000000
4.990000,-0.929688,0.203125,0.007764,0.000000,0.000000
4.990000,-0.929688,0.234375,0.009777,0.000000,0.000000
4.990000,-0.929688,0.265625,0.011814,0.000000,0.000000
4.990000,-0.929688,0.296875,0.013793,0.000000,0.000000
4.990000,-0.929688,0.328125,0.015644,0.000000,0.000000
4.990000,-0.929688,0.359375,0.017303,0.000000,0.000000
4.990000,-0.929688,0.390625,0.018724,0.000000,0.000000
4.990000,-0.929688,0.421875,0.019870,0.000000,0.000000
4.990000,-0.929688,0.453125,0.020718,0.000000,0.000000
4.990000,-0.929688,0.484375,0.021257,0.000000,0.000000
4.990000,-0.929688,0.515625,0.021487,0.000000,0.000000
4.990000,-0.929688,0.546875,0.021415,0.000000,0.000000
4.990000,-0.929688,0.578125,0.021058,0.000000,0.000000
4.990000,-0.929688,0.609375,0.020438,0.000000,0.000000
4.990000,-0.929688,0.640625,0.019582,0.000000,0.000000
4.990000,-0.929688,0.671875,0.018522,0.000000,0.000000
4.990000,-0.929688,0.703125,0.017293,0.000000,0.000000
4.990000,-0.929688,0.734375,0.015931,0.000000,0.000000
4.990000,-0.929688,0.765625,0.014476,0.000000,0.000000
4.990000,-0.929688,0.796875,0.012966,0.000000,0.000000
4.990000,-0.929688,0.828125,0.011439,0.000000,0.000000
4.990000,-0.929688,0.859375,0.009932,0.000000,0.000000
4.990000,-0.929688,0.890625,0.008480,0.000000,0.000000
4.990000,-0.929688,0.921875,0.007110,0.000000,0.000000
4.990000,-0.929688,0.953125,0.005850,0.000000,0.000000
4.990000,-0.929688,0.984375,0.004715,0.000000,0.000000
4.990000,-0.929688,1.015625,0.003720,0.000000,0.000000
4.990000,-0.929688,1.046875,0.002868,0.000000,0.000000
4.990000,-0.929688,1.078125,0.002157,0.000000,0.000000
4.990000,-0.929688,1.109375,0.001582,0.000000,0.000000
4.990000,-0.929688,1.140625,0.001128,0.000000,0.000000
4.990000,-0.929688,1.171875,0.000782,0.000000,0.000000
