UDS,1.787934,1.761041,1.732926,1.704596,1.676672,1.649498,1.623239,1.597953,1.573636,1.550252,1.527749,1.506071,1.485158,1.464955,1.445409,1.426472,1.408100,1.390253,1.372893,1.355988,1.339507,1.323423,1.307711,1.292349,1.277314,1.262588,1.248153,1.233993,1.220092,1.206436,1.193013,1.179810,1.166815,1.154018,1.141409,1.128978,1.116716,1.104614,1.092665,1.080860,1.069192,1.057653,1.046238,1.034939,1.023750,1.012664,1.001676,0.990780,0.979970,0.969239,0.958584,0.947997,0.937474,0.927010,0.916599,0.906236,0.895915,0.885632,0.875381,0.865157,0.854956,0.844771,0.834598,0.824431,0.814266,0.804097,0.793918,0.783726,0.773514,0.763277,0.753010,0.742708,0.732365,0.721976,0.711537,0.701041,0.690484,0.679860,0.669165,0.658392,0.647538,0.636597,0.625564,0.614435,0.603205,0.591870,0.580424,0.568864,0.557186,0.545386,0.533460,0.521405,0.509218,0.496895,0.484434,0.471833,0.459089,0.446201,0.433167,0.419987,0.406659,0.393183,0.379560,0.365789,0.351872,0.337810,0.323605,0.309260,0.294775,0.280156,0.265405,0.250526,0.235524,0.220404,0.205171,0.189831,0.174389,0.158854,0.143231,0.127527,0.111752,0.095911,0.080015,0.064071,0.048089,0.032076,0.016044,

CDS,1.787731,1.760799,1.732644,1.704274,1.676309,1.649092,1.622788,1.597453,1.573085,1.549646,1.527084,1.505343,1.484364,1.464091,1.444471,1.425457,1.407003,1.389070,1.371622,1.354624,1.338047,1.321863,1.306048,1.290578,1.275433,1.260593,1.246041,1.231760,1.217736,1.203953,1.190400,1.177064,1.163933,1.150997,1.138246,1.125670,1.113260,1.101008,1.088906,1.076946,1.065121,1.053424,1.041847,1.030385,1.019031,1.007779,0.996623,0.985558,0.974577,0.963676,0.952848,0.942089,0.931394,0.920757,0.910173,0.899637,0.889145,0.878691,0.868270,0.857878,0.847509,0.837159,0.826823,0.816496,0.806173,0.795849,0.785519,0.775178,0.764822,0.754446,0.744044,0.733611,0.723144,0.712636,0.702083,0.691481,0.680823,0.670106,0.659325,0.648475,0.637551,0.626549,0.615464,0.604292,0.593028,0.581669,0.570210,0.558648,0.546979,0.535198,0.523304,0.511292,0.499160,0.486906,0.474526,0.462019,0.449382,0.436615,0.423716,0.410684,0.397518,0.384218,0.370786,0.357220,0.343522,0.329693,0.315735,0.301651,0.287441,0.273111,0.258662,0.244099,0.229425,0.214646,0.199766,0.184790,0.169724,0.154575,0.139348,0.124050,0.108688,0.093270,0.077802,0.062293,0.046750,0.031181,0.015595,

HDS,1.787731,1.760799,1.732644,1.704274,1.676309,1.649092,1.622788,1.597453,1.573085,1.549646,1.527084,1.505343,1.484364,1.464091,1.444471,1.425457,1.407003,1.389070,1.371622,1.354624,1.338047,1.321863,1.306048,1.290578,1.275433,1.260593,1.246041,1.231760,1.217736,1.203953,1.190400,1.177064,1.163933,1.150997,1.138246,1.125670,1.113260,1.101008,1.088906,1.076946,1.065121,1.053424,1.041847,1.030385,1.019031,1.007779,0.996623,0.985558,0.974577,0.963676,0.952848,0.942089,0.931394,0.920757,0.910173,0.899637,0.889145,0.878691,0.868270,0.857878,0.847509,0.837159,0.826823,0.816496,0.806173,0.795849,0.785519,0.775178,0.764822,0.754446,0.744044,0.733611,0.723144,0.712636,0.702083,0.691481,0.680823,0.670106,0.659325,0.648475,0.637551,0.626549,0.615464,0.604292,0.593028,0.581669,0.570210,0.558648,0.546979,0.535198,0.523304,0.511292,0.499160,0.486906,0.474526,0.462019,0.449382,0.436615,0.423716,0.410684,0.397518,0.384218,0.370786,0.357220,0.343522,0.329693,0.315735,0.301651,0.287441,0.273111,0.258662,0.244099,0.229425,0.214646,0.199766,0.184790,0.169724,0.154575,0.139348,0.124050,0.108688,0.093270,0.077802,0.062293,0.046750,0.031181,0.015595,

PDS,1.787451,1.760419,1.732159,1.703680,1.675601,1.648262,1.621823,1.596337,1.571801,1.548177,1.525412,1.503450,1.482231,1.461700,1.441804,1.422496,1.403732,1.385471,1.367678,1.350318,1.333364,1.316786,1.300561,1.284665,1.269079,1.253782,1.238759,1.223992,1.209466,1.195169,1.181087,1.167208,1.153522,1.140017,1.126685,1.113516,1.100501,1.087633,1.074904,1.062307,1.049835,1.037481,1.025239,1.013104,1.001070,0.989131,0.977281,0.965517,0.953833,0.942224,0.930687,0.919216,0.907807,0.896455,0.885158,0.873911,0.862709,0.851549,0.840427,0.829340,0.818283,0.807253,0.796245,0.785258,0.774286,0.763326,0.752375,0.741428,0.730484,0.719537,0.708584,0.697623,0.686648,0.675658,0.664648,0.653614,0.642555,0.631466,0.620343,0.609185,0.597987,0.586746,0.575459,0.564124,0.552737,0.541296,0.529797,0.518238,0.506618,0.494932,0.483180,0.471359,0.459467,0.447502,0.435464,0.423350,0.411160,0.398892,0.386546,0.374122,0.361618,0.349036,0.336375,0.323637,0.310821,0.297928,0.284961,0.271920,0.258807,0.245624,0.232374,0.219059,0.205682,0.192245,0.178753,0.165208,0.151613,0.137974,0.124293,0.110574,0.096823,0.083043,0.069238,0.055413,0.041572,0.027720,0.013861,

EDS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,

